id,nominador,nominado,práctica,motivo,fecha
2571,YSDXVW,WJTRJS,Gestión visual,liderazgo,2022-06-21 09:17:44
2572,XOKEPR,PARQZG,Mindset digital,integridad,2020-11-16 12:48:12
2573,RZBQVC,ODRKER,5S,eficiencia,2020-05-15 09:56:03
2574,VFHEHR,QBRDLY,Gestión visual,eficiencia,2021-12-24 10:35:36
2575,WPQVQF,TNFUQD,Gestión visual,integridad,2022-10-12 13:41:10
2576,IWZWZC,CATXCK,Mejor enfocada,integridad,2022-11-03 15:20:51
2577,SKTDVR,NAAYMW,Mejor enfocada,liderazgo,2022-05-10 10:10:37
2578,RFOFIV,GJXAOW,trabajo en equipo,flexibilidad,2020-12-01 15:55:50
2579,EDTPEY,EDTPEY,5S,liderazgo,2020-06-02 11:52:14
2580,RZBQVC,NCVITT,Gestión visual,flexibilidad,2020-01-20 11:53:00
2581,YBPEUH,SKBQGD,Mejor enfocada,flexibilidad,2022-08-15 11:57:56
2582,URYLNS,NOPCYT,trabajo en equipo,flexibilidad,2021-11-17 11:06:33
2583,QOUKJT,PAFJGV,Mejor enfocada,integridad,2022-03-28 15:31:20
2584,WPQVQF,CMSRDQ,Gestión visual,eficiencia,2022-07-01 12:45:10
2585,PHZJVT,FDKEFG,trabajo en equipo,liderazgo,2022-01-13 12:59:19
2586,LHAHZY,EQTLKU,5S,flexibilidad,2022-05-23 10:48:01
2587,MDEJQG,FISWLE,Mindset digital,eficiencia,2021-08-19 09:12:32
2588,WPQVQF,DIUYMP,5S,integridad,2020-07-17 10:05:33
2589,ULHLQI,LTJQSN,Gestión visual,liderazgo,2020-08-10 08:10:04
2590,XPKFER,VTURVS,5S,liderazgo,2020-05-22 12:00:16
2591,XXOQZL,OIMGGQ,5S,integridad,2022-07-27 12:17:44
2592,ZVRSPJ,ZFSNEE,trabajo en equipo,flexibilidad,2020-06-18 13:48:38
2593,TQGKAB,TQGKAB,Gestión visual,flexibilidad,2022-04-05 09:50:03
2594,YELGTT,RXEKOY,Mindset digital,flexibilidad,2022-04-06 15:56:59
2595,UTGFSG,SRHEUW,Mejor enfocada,eficiencia,2022-10-13 12:30:56
2596,SESMZO,KLASJK,5S,liderazgo,2021-06-09 09:46:16
2597,PARQZG,MMMROI,trabajo en equipo,integridad,2022-09-23 09:50:04
2598,LTJQSN,IYSOAD,Mindset digital,eficiencia,2020-11-27 13:51:07
2599,MELVYR,JCOBFG,Mindset digital,eficiencia,2020-03-12 16:37:25
2600,PDZTYG,LHAHZY,5S,eficiencia,2020-08-27 09:00:09
2601,ZFSNEE,FSGQEK,Mejor enfocada,integridad,2021-01-04 14:09:14
2602,RIXIXG,DSAIUZ,Mindset digital,integridad,2021-01-25 12:05:13
2603,RFOFIV,HOSBFJ,Mejor enfocada,integridad,2021-03-18 15:29:52
2604,ZVRSPJ,ZGFFFA,Mindset digital,flexibilidad,2021-01-28 10:55:10
2605,XOKEPR,TOUMIM,Mejor enfocada,flexibilidad,2022-08-22 15:39:54
2606,QOUKJT,ODRKER,Gestión visual,flexibilidad,2022-06-02 16:09:03
2607,URYLNS,PUJIAS,Gestión visual,integridad,2021-07-23 12:59:12
2608,ZFSNEE,YYZTHO,Mindset digital,flexibilidad,2021-06-04 15:09:59
2609,YWBCVM,XGLFJS,Mejor enfocada,eficiencia,2020-02-27 12:18:50
2610,PAFJGV,EKJNGS,5S,integridad,2021-09-28 16:59:24
2611,XPKFER,VTURVS,Gestión visual,eficiencia,2022-03-22 12:15:46
2612,KQMIRF,HXLIJQ,5S,integridad,2021-12-07 14:28:54
2613,SCEBLG,LOCLBR,Mindset digital,eficiencia,2020-02-03 12:38:27
2614,UTGFSG,GYWCQG,trabajo en equipo,flexibilidad,2021-09-09 12:34:02
2615,EAOTWG,AAYJSY,Gestión visual,liderazgo,2022-04-13 12:30:25
2616,ZVRSPJ,OKOBZI,trabajo en equipo,integridad,2022-03-01 16:59:48
2617,YPEREB,URYLNS,Mejor enfocada,eficiencia,2022-06-24 09:51:15
2618,WJTRJS,JDKPXA,Gestión visual,eficiencia,2020-09-16 12:43:54
2619,OIMGGQ,BKSNPB,5S,flexibilidad,2020-05-05 08:01:55
2620,XKNINO,XKNINO,Gestión visual,liderazgo,2021-11-05 13:53:05
2621,TOUMIM,JGDITO,Mejor enfocada,flexibilidad,2021-09-06 14:46:18
2622,YELGTT,XBWZWG,Gestión visual,integridad,2022-10-14 13:01:19
2623,PAFJGV,LYQTZB,Gestión visual,integridad,2020-10-08 09:18:15
2624,MYMUVU,JYSKJJ,trabajo en equipo,flexibilidad,2020-02-12 08:02:44
2625,WITHGI,JYSKJJ,5S,eficiencia,2020-11-18 09:53:47
2626,FJQVLT,EQTLKU,trabajo en equipo,integridad,2020-08-10 16:16:32
2627,NOPCYT,ASKKCQ,trabajo en equipo,liderazgo,2020-03-04 11:23:41
2628,QVGXTN,PZTNGZ,trabajo en equipo,flexibilidad,2021-05-10 13:39:36
2629,WPQVQF,RHBVCY,5S,integridad,2021-04-15 09:10:08
2630,XGLFJS,PWAOVJ,trabajo en equipo,integridad,2022-06-06 16:27:31
2631,YXITAI,XXDOCZ,Mindset digital,integridad,2022-08-25 12:10:06
2632,XKNINO,ULHLQI,Gestión visual,flexibilidad,2020-11-05 14:57:07
2633,YWBCVM,XXDOCZ,trabajo en equipo,flexibilidad,2022-12-01 10:27:44
2634,YELGTT,PARQZG,Gestión visual,flexibilidad,2022-09-07 10:04:06
2635,LMJATX,EHQSCS,Gestión visual,flexibilidad,2022-05-16 09:05:28
2636,PARQZG,OTDUUD,Gestión visual,eficiencia,2021-09-08 10:04:34
2637,WTEZZM,OHZSFW,5S,integridad,2020-03-18 09:18:07
2638,YWBCVM,SRHEUW,5S,flexibilidad,2020-01-16 12:05:47
2639,QVGXTN,LTJQSN,Mejor enfocada,eficiencia,2021-07-21 08:50:13
2640,LGERMY,GJNMKD,Mejor enfocada,liderazgo,2022-01-07 11:31:44
2641,USOPPP,UGJBEZ,Gestión visual,eficiencia,2020-12-10 16:50:33
2642,ZVRSPJ,YWBCVM,Mejor enfocada,liderazgo,2020-05-12 11:21:43
2643,UXWVVZ,TJVMBD,Mindset digital,integridad,2020-07-27 16:17:45
2644,JYSKJJ,EHQSCS,Mejor enfocada,integridad,2021-09-08 16:45:03
2645,KUIQQV,IRQQGL,Mindset digital,integridad,2020-09-07 11:05:31
2646,YPEREB,XQOAVC,Mejor enfocada,eficiencia,2020-03-26 16:14:21
2647,VGUJXS,PKOKGH,5S,eficiencia,2022-10-27 13:37:09
2648,XOKEPR,XKNINO,Mindset digital,integridad,2021-07-01 16:48:22
2649,RFOFIV,LMJATX,5S,integridad,2022-05-03 12:24:04
2650,VGUJXS,MSAPPM,Mejor enfocada,integridad,2021-09-15 16:00:41
2651,TOUMIM,HGTZXV,5S,eficiencia,2022-04-08 15:53:38
2652,ULHLQI,NUQHZM,Mindset digital,integridad,2021-03-17 14:40:22
2653,XOKEPR,NUQHZM,trabajo en equipo,flexibilidad,2022-08-02 11:59:49
2654,XXDOCZ,XGLFJS,Mindset digital,liderazgo,2022-06-03 10:56:55
2655,ZGFFFA,XQOAVC,5S,flexibilidad,2022-07-06 14:53:19
2656,UIUGGE,HOCGQX,trabajo en equipo,eficiencia,2020-05-25 14:42:18
2657,YBPEUH,TOUMIM,trabajo en equipo,liderazgo,2020-04-24 16:20:54
2658,EQTLKU,EKOPDB,Mindset digital,flexibilidad,2022-11-16 16:20:32
2659,TOUMIM,OTDUUD,Mindset digital,flexibilidad,2021-08-10 13:09:16
2660,USOPPP,RFOFIV,Mejor enfocada,integridad,2020-02-04 10:26:08
2661,UUSLBB,LRNAYY,Gestión visual,integridad,2021-01-15 13:48:28
2662,SRHEUW,AESPXA,trabajo en equipo,integridad,2022-06-13 12:50:17
2663,PARQZG,LTJQSN,trabajo en equipo,integridad,2022-08-23 14:19:09
2664,ZFSNEE,XXDOCZ,trabajo en equipo,flexibilidad,2021-10-04 11:22:41
2665,YPEREB,SESMZO,Mindset digital,liderazgo,2020-12-15 14:26:33
2666,XQOAVC,LYQTZB,Mejor enfocada,integridad,2020-02-28 10:34:55
2667,XXDOCZ,ULHLQI,Mejor enfocada,integridad,2021-01-07 15:30:32
2668,ZVRSPJ,YPEREB,Mindset digital,liderazgo,2022-09-08 15:37:24
2669,YWBCVM,YSDXVW,Mejor enfocada,integridad,2020-01-23 11:10:16
2670,YELGTT,JYSKJJ,5S,flexibilidad,2022-12-14 08:48:01
2671,YXITAI,YELGTT,Gestión visual,liderazgo,2022-07-07 16:05:29
2672,XQOAVC,XQOAVC,5S,liderazgo,2022-04-20 15:33:47
2673,YSDXVW,YELGTT,Mejor enfocada,flexibilidad,2021-11-23 16:12:18
2674,TNFUQD,SKBQGD,Mindset digital,eficiencia,2022-03-16 15:20:03
2675,LMJATX,EDTPEY,5S,eficiencia,2021-11-22 16:00:03
2676,KLASJK,CATXCK,Gestión visual,liderazgo,2020-09-16 09:30:05
2677,QVGXTN,QOQREG,Mindset digital,flexibilidad,2021-10-13 08:17:17
2678,VTURVS,QWEVBT,5S,flexibilidad,2022-07-06 09:01:04
2679,TJZCUB,JDKPXA,Gestión visual,eficiencia,2021-09-09 11:54:51
2680,LYQTZB,HTWLQX,Mindset digital,integridad,2022-05-17 15:29:38
2681,MARBVV,LYQTZB,Gestión visual,flexibilidad,2021-05-12 13:54:16
2682,YWBCVM,WJTRJS,5S,liderazgo,2022-02-23 10:28:57
2683,LGERMY,FISWLE,5S,liderazgo,2020-06-22 13:24:32
2684,XKNINO,UXOIKV,trabajo en equipo,flexibilidad,2020-11-09 10:31:09
2685,QBRDLY,OSDYJF,Mejor enfocada,flexibilidad,2021-03-15 08:31:39
2686,YXITAI,YWBCVM,Mejor enfocada,integridad,2022-04-27 09:58:46
2687,WITHGI,TQGKAB,trabajo en equipo,eficiencia,2022-09-02 09:22:42
2688,TCYMBR,RXRBPK,trabajo en equipo,integridad,2021-11-26 12:30:37
2689,LTJQSN,GJNMKD,Mejor enfocada,flexibilidad,2021-07-08 15:39:48
2690,UIUGGE,CHZYGW,trabajo en equipo,flexibilidad,2021-05-06 14:55:17
2691,YELGTT,XXXQMD,Mindset digital,flexibilidad,2021-02-23 15:34:34
2692,RHLLVF,OALJGY,Mejor enfocada,eficiencia,2021-04-09 14:36:59
2693,RFOFIV,BYARQR,Mejor enfocada,eficiencia,2021-02-17 10:25:55
2694,ODRKER,LOCLBR,Mejor enfocada,liderazgo,2022-04-20 08:33:50
2695,YBPEUH,HVGQZL,Mindset digital,liderazgo,2022-03-17 14:22:54
2696,UGTYPD,GJXAOW,Mindset digital,eficiencia,2021-09-14 10:45:56
2697,WPCELQ,LBTOGT,Mejor enfocada,flexibilidad,2020-08-05 15:15:47
2698,SCEBLG,RIXIXG,Mindset digital,eficiencia,2020-10-26 08:08:29
2699,UXOIKV,QOUKJT,Mejor enfocada,flexibilidad,2022-07-27 16:06:39
2700,DBAUMT,BYARQR,Gestión visual,integridad,2020-10-12 13:59:24
2701,PZTNGZ,IJZCZD,Mindset digital,liderazgo,2021-11-05 15:22:59
2702,JCOBFG,FJQVLT,trabajo en equipo,eficiencia,2022-12-08 13:12:41
2703,USOPPP,PZTNGZ,Mindset digital,liderazgo,2020-03-25 16:40:37
2704,TVGKMZ,AICYGJ,trabajo en equipo,liderazgo,2021-07-22 08:26:47
2705,PHZJVT,HTWLQX,Mindset digital,flexibilidad,2020-08-17 16:27:57
2706,YPEREB,XXDOCZ,Gestión visual,eficiencia,2022-01-24 08:44:27
2707,XXDOCZ,XOKEPR,Mejor enfocada,integridad,2022-05-20 12:32:01
2708,XXXQMD,TTJBUR,5S,integridad,2021-11-23 13:12:11
2709,PDZTYG,MYMUVU,5S,eficiencia,2022-07-12 12:40:29
2710,USOPPP,OTDUUD,trabajo en equipo,eficiencia,2022-09-23 15:37:36
2711,TVGKMZ,CTJUNF,trabajo en equipo,flexibilidad,2020-02-13 14:10:46
2712,OQIZSN,HDMEBS,trabajo en equipo,liderazgo,2021-02-15 10:31:57
2713,ZFSNEE,TTJBUR,Mindset digital,liderazgo,2022-04-22 12:39:02
2714,OBTZBH,AOPCNY,Mejor enfocada,eficiencia,2020-06-03 08:41:45
2715,YMYLFX,XKNINO,Gestión visual,flexibilidad,2020-05-27 16:05:43
2716,YMYLFX,SESMZO,Mejor enfocada,eficiencia,2021-07-08 09:42:59
2717,ZFSNEE,XOKEPR,Mindset digital,flexibilidad,2021-05-13 10:54:39
2718,RHBVCY,PDZTYG,Mejor enfocada,liderazgo,2020-01-13 16:50:39
2719,RHBVCY,NUBWLD,Mindset digital,liderazgo,2021-11-02 08:55:20
2720,WPQVQF,CRLVKD,5S,liderazgo,2021-10-14 10:38:04
2721,PZTNGZ,PDZTYG,5S,liderazgo,2021-12-08 09:30:42
2722,URYLNS,GTKOAR,Mejor enfocada,liderazgo,2021-01-22 12:28:17
2723,WJTRJS,LTJQSN,Gestión visual,flexibilidad,2022-12-20 08:26:14
2724,YSDXVW,XXOQZL,5S,liderazgo,2020-09-22 10:48:36
2725,XKNINO,URYLNS,Mindset digital,integridad,2020-03-16 15:28:15
2726,XXOQZL,OSDYJF,Gestión visual,integridad,2021-03-26 11:55:20
2727,WPQVQF,SRHEUW,Mindset digital,liderazgo,2020-09-25 08:08:37
2728,OIMGGQ,GJNMKD,Gestión visual,flexibilidad,2020-04-20 14:25:24
2729,YBPEUH,TJVMBD,Gestión visual,integridad,2020-02-05 13:59:25
2730,YYZTHO,QBRDLY,5S,flexibilidad,2020-06-26 09:28:54
2731,OSDYJF,JGDITO,Gestión visual,liderazgo,2022-07-04 15:43:37
2732,XXXQMD,SKTDVR,5S,flexibilidad,2020-12-09 12:36:53
2733,LHAHZY,AAYJSY,Gestión visual,flexibilidad,2021-08-25 08:48:22
2734,TCYMBR,CMSRDQ,Mejor enfocada,integridad,2022-08-26 16:51:28
2735,PAFJGV,GSAZKQ,Mindset digital,flexibilidad,2022-10-07 10:10:52
2736,YMYLFX,XXDOCZ,trabajo en equipo,flexibilidad,2021-05-04 16:52:40
2737,LRNAYY,KVXWQK,Gestión visual,liderazgo,2022-02-09 12:30:07
2738,JGDITO,FDKEFG,Mindset digital,liderazgo,2021-03-17 09:03:45
2739,USOPPP,MYMUVU,Gestión visual,integridad,2020-08-10 13:22:50
2740,NUQHZM,KVXWQK,5S,flexibilidad,2020-04-27 12:44:17
2741,IWZWZC,HOSBFJ,Mindset digital,flexibilidad,2020-07-10 14:29:17
2742,LOOGPX,KQMIRF,Gestión visual,liderazgo,2021-11-12 13:25:50
2743,WTEZZM,VFHEHR,Mindset digital,integridad,2022-01-12 09:07:56
2744,UTGFSG,OQIZSN,5S,liderazgo,2022-12-02 10:18:09
2745,QIFFFW,BPNTVI,5S,integridad,2022-07-08 09:22:18
2746,RXEKOY,RHLLVF,Gestión visual,flexibilidad,2021-01-25 16:06:08
2747,ZVRSPJ,ZVRSPJ,trabajo en equipo,integridad,2021-03-09 08:30:59
2748,VTURVS,LRNAYY,Mejor enfocada,eficiencia,2021-08-13 13:25:59
2749,GJNMKD,AKNUZC,5S,liderazgo,2022-08-05 12:32:26
2750,OKOBZI,OALJGY,Mindset digital,flexibilidad,2021-08-18 15:58:24
2751,IWZWZC,IWZWZC,trabajo en equipo,eficiencia,2020-03-19 16:20:02
2752,LOCLBR,LBTOGT,trabajo en equipo,liderazgo,2021-02-02 12:10:35
2753,YBPEUH,THIDGP,Mejor enfocada,eficiencia,2020-07-10 10:12:58
2754,SPISFP,RHMZLJ,Mejor enfocada,liderazgo,2022-10-27 14:02:53
2755,RHBVCY,OQIZSN,trabajo en equipo,eficiencia,2022-04-13 13:20:04
2756,SPISFP,QBRDLY,Mindset digital,flexibilidad,2021-05-28 16:30:45
2757,QBRDLY,GKWWEC,5S,integridad,2020-12-09 13:57:31
2758,UUSLBB,UUSLBB,5S,integridad,2021-09-13 10:11:15
2759,BPNTVI,AICYGJ,Gestión visual,integridad,2022-06-10 11:05:37
2760,WEAMZG,LYQTZB,5S,eficiencia,2020-04-20 13:13:09
2761,WJTRJS,USOPPP,Gestión visual,flexibilidad,2022-05-17 09:48:35
2762,YBPEUH,VRLILS,Mindset digital,liderazgo,2021-03-18 16:51:20
2763,YYZTHO,YYZTHO,trabajo en equipo,integridad,2020-10-12 10:22:41
2764,AVNCFG,AICYGJ,Gestión visual,integridad,2021-03-11 08:07:40
2765,IJZCZD,GHZJTZ,Gestión visual,eficiencia,2021-05-18 14:05:33
2766,YYZTHO,EQTLKU,Mindset digital,flexibilidad,2020-07-23 09:21:59
2767,YELGTT,XOKEPR,Mejor enfocada,integridad,2020-04-28 09:50:47
2768,TJZCUB,OCRIHG,trabajo en equipo,liderazgo,2021-11-03 11:49:27
2769,SCEBLG,GTKOAR,trabajo en equipo,eficiencia,2020-04-16 08:35:48
2770,PWAOVJ,HXLIJQ,Mindset digital,liderazgo,2021-11-18 08:50:48
2771,SKBQGD,GULPBH,trabajo en equipo,liderazgo,2022-11-08 09:26:36
2772,YYZTHO,HVGQZL,5S,liderazgo,2022-12-26 14:48:00
2773,HXLIJQ,AOPCNY,Mindset digital,eficiencia,2022-12-01 12:16:01
2774,ZJTHTP,XOKEPR,Mindset digital,flexibilidad,2020-11-24 12:10:13
2775,TVGKMZ,RIXIXG,Gestión visual,flexibilidad,2020-06-03 16:03:31
2776,RHMZLJ,CMSRDQ,Mejor enfocada,flexibilidad,2020-12-14 15:59:37
2777,UTGFSG,LRDAXO,Gestión visual,eficiencia,2020-11-03 09:08:34
2778,TJVMBD,FISWLE,trabajo en equipo,integridad,2020-02-10 12:07:41
2779,ZVRSPJ,YELGTT,Mejor enfocada,liderazgo,2021-01-27 12:52:45
2780,UIUGGE,QVGXTN,Mejor enfocada,flexibilidad,2022-06-10 15:58:44
2781,RXEKOY,MMMROI,Mindset digital,liderazgo,2021-10-26 10:55:58
2782,KLBYOH,JYSKJJ,Mejor enfocada,liderazgo,2022-09-07 13:51:20
2783,TQGKAB,SPISFP,Mejor enfocada,eficiencia,2021-01-20 09:23:22
2784,WPCELQ,UXOIKV,Mindset digital,integridad,2022-05-23 15:52:32
2785,MYMUVU,JSRCFO,Mindset digital,flexibilidad,2021-08-06 15:17:17
2786,QVGXTN,KJSLKY,trabajo en equipo,flexibilidad,2021-05-03 12:00:51
2787,KUIQQV,GSAZKQ,Gestión visual,integridad,2022-06-10 10:08:15
2788,URYLNS,OKOBZI,trabajo en equipo,flexibilidad,2021-01-20 09:40:03
2789,XOKEPR,GHZJTZ,Gestión visual,liderazgo,2022-08-02 16:31:51
2790,YPEREB,DSAIUZ,Mejor enfocada,eficiencia,2021-02-25 13:21:32
2791,VRLILS,OQASBV,trabajo en equipo,eficiencia,2022-02-22 11:23:41
2792,PARQZG,PARQZG,Gestión visual,liderazgo,2020-05-01 11:45:44
2793,OSDYJF,NCVITT,Mindset digital,liderazgo,2021-05-24 10:14:39
2794,LUTHTK,LRNAYY,5S,integridad,2022-12-05 12:49:31
2795,XOKEPR,RHLLVF,Gestión visual,flexibilidad,2021-04-15 12:06:57
2796,TQGKAB,MSAPPM,Mindset digital,liderazgo,2022-06-08 08:37:53
2797,QIFFFW,GGCZIW,Mejor enfocada,liderazgo,2021-04-26 16:49:51
2798,QWEVBT,AOPCNY,5S,flexibilidad,2020-09-17 16:47:22
2799,USOPPP,TJVMBD,Mejor enfocada,liderazgo,2020-02-06 08:04:10
2800,VGUJXS,IJZCZD,trabajo en equipo,liderazgo,2020-12-11 15:52:08
2801,VGUJXS,SRHEUW,Mindset digital,eficiencia,2021-07-19 12:41:55
2802,RHLLVF,EKOPDB,trabajo en equipo,integridad,2022-07-04 08:15:34
2803,GXGRWS,CUCDHW,Mejor enfocada,flexibilidad,2021-05-27 10:26:53
2804,IWZWZC,HOSBFJ,trabajo en equipo,eficiencia,2022-03-23 16:06:09
2805,IWZWZC,CRLVKD,Mindset digital,flexibilidad,2020-08-21 09:31:58
2806,KQMIRF,BVNVRI,trabajo en equipo,integridad,2022-04-04 15:41:53
2807,PWAOVJ,NGQYDO,5S,eficiencia,2021-01-14 08:20:53
2808,DBAUMT,BYARQR,Gestión visual,liderazgo,2022-11-10 16:48:36
2809,YXITAI,IAINEP,Mindset digital,liderazgo,2022-06-14 14:56:25
2810,SESMZO,OALJGY,Mejor enfocada,integridad,2022-12-16 12:49:01
2811,PZTNGZ,CUCDHW,Gestión visual,flexibilidad,2020-12-11 11:16:07
2812,UGJBEZ,SESMZO,trabajo en equipo,flexibilidad,2022-06-27 09:21:42
2813,TJZCUB,OALJGY,Gestión visual,integridad,2020-10-27 10:01:48
2814,ZGFFFA,ULHLQI,trabajo en equipo,eficiencia,2022-05-23 13:43:35
2815,RXEKOY,FISWLE,Mindset digital,eficiencia,2022-12-23 14:37:23
2816,ZVRSPJ,ZJTHTP,5S,eficiencia,2020-11-11 15:36:13
2817,BOVVQR,BOVVQR,5S,integridad,2022-12-26 15:11:07
2818,RZBQVC,FJQVLT,trabajo en equipo,liderazgo,2021-03-26 10:58:05
2819,ZGFFFA,WIRZZR,Mejor enfocada,flexibilidad,2021-05-14 12:32:49
2820,OQIZSN,MDEJQG,Mejor enfocada,liderazgo,2021-06-07 13:15:52
2821,OALJGY,LUTHTK,5S,integridad,2021-04-12 14:34:20
2822,VTURVS,NAAYMW,Mejor enfocada,eficiencia,2022-03-23 15:58:10
2823,ZGFFFA,NOPCYT,Gestión visual,eficiencia,2021-11-04 14:52:50
2824,XXXQMD,SKTDVR,trabajo en equipo,liderazgo,2022-02-25 11:25:17
2825,KELKAC,GGCZIW,Mejor enfocada,integridad,2022-10-18 12:54:19
2826,TNFUQD,THIDGP,5S,eficiencia,2022-10-25 10:37:46
2827,YWBCVM,RCBJMC,5S,liderazgo,2021-01-01 16:04:11
2828,YBPEUH,XXOQZL,trabajo en equipo,flexibilidad,2021-04-27 15:29:02
2829,RHMZLJ,PWAOVJ,Gestión visual,flexibilidad,2021-09-07 15:54:30
2830,XBWZWG,AVNCFG,5S,flexibilidad,2020-05-01 11:47:28
2831,ZJTHTP,WTEZZM,Gestión visual,eficiencia,2021-03-25 15:43:52
2832,SRHEUW,CATXCK,Mejor enfocada,integridad,2020-01-08 15:24:33
2833,XXXQMD,GSAZKQ,trabajo en equipo,integridad,2022-05-02 11:52:41
2834,SCEBLG,EAOTWG,Mindset digital,liderazgo,2022-01-17 14:24:13
2835,YELGTT,UGTYPD,Gestión visual,flexibilidad,2020-01-17 10:37:10
2836,UXOIKV,UIUGGE,Gestión visual,eficiencia,2021-03-15 09:58:07
2837,SKBQGD,SKBQGD,Mejor enfocada,eficiencia,2021-02-02 13:33:21
2838,WPCELQ,GJXAOW,5S,liderazgo,2020-06-11 13:05:16
2839,UGJBEZ,EDTPEY,Mejor enfocada,integridad,2022-11-18 12:06:05
2840,FYNZIQ,EQTLKU,5S,integridad,2020-03-23 14:53:55
2841,YYZTHO,PKOKGH,5S,liderazgo,2020-02-04 14:57:42
2842,YBPEUH,UXOIKV,trabajo en equipo,liderazgo,2022-10-20 09:49:26
2843,PUJIAS,JSRCFO,Mejor enfocada,eficiencia,2021-04-23 16:43:31
2844,TOUMIM,PARQZG,5S,integridad,2021-03-16 10:41:02
2845,TNFUQD,OTDUUD,Gestión visual,integridad,2022-07-13 10:19:39
2846,ZFSNEE,YXITAI,5S,integridad,2022-02-08 16:34:09
2847,ZJTHTP,ACMRSR,Mindset digital,flexibilidad,2020-03-05 08:13:29
2848,XXXQMD,XKNINO,trabajo en equipo,liderazgo,2021-08-03 12:55:53
2849,PARQZG,IWZWZC,trabajo en equipo,flexibilidad,2021-08-26 12:04:19
2850,UTGFSG,LRNAYY,5S,flexibilidad,2020-03-10 09:00:11
2851,WITHGI,VGUJXS,trabajo en equipo,flexibilidad,2021-06-17 11:56:08
2852,XXXQMD,MARBVV,Mejor enfocada,eficiencia,2020-05-11 16:52:57
2853,VGUJXS,TOUMIM,Gestión visual,integridad,2022-08-25 10:08:51
2854,YXITAI,NUBWLD,Mindset digital,liderazgo,2021-06-03 16:13:47
2855,KLASJK,EKJNGS,Gestión visual,liderazgo,2022-10-26 13:11:56
2856,ZJTHTP,YBPEUH,trabajo en equipo,flexibilidad,2021-11-09 08:40:03
2857,WEAMZG,KJSLKY,Mindset digital,liderazgo,2022-11-10 15:52:05
2858,UXWVVZ,NUBWLD,Mindset digital,eficiencia,2022-05-09 11:56:03
2859,ZGFFFA,YWBCVM,Mejor enfocada,flexibilidad,2020-10-23 08:18:42
2860,RIXIXG,RFOFIV,trabajo en equipo,eficiencia,2022-04-20 16:25:47
2861,WPQVQF,VRLILS,trabajo en equipo,integridad,2022-10-07 11:09:52
2862,ZVRSPJ,WJTRJS,Mejor enfocada,liderazgo,2021-02-08 11:49:26
2863,PARQZG,NOPCYT,trabajo en equipo,eficiencia,2020-04-01 11:48:59
2864,OALJGY,JDKPXA,trabajo en equipo,flexibilidad,2021-03-26 08:38:53
2865,UTGFSG,UGTYPD,Mejor enfocada,flexibilidad,2021-12-06 13:40:33
2866,YXITAI,MARBVV,5S,flexibilidad,2020-02-19 12:39:53
2867,MSAPPM,KUIQQV,Mejor enfocada,liderazgo,2021-10-12 08:40:38
2868,KVXWQK,JVPKMH,Gestión visual,eficiencia,2022-07-27 10:49:56
2869,OBTZBH,ASKKCQ,Mindset digital,integridad,2022-08-04 12:07:53
2870,UGJBEZ,LUTHTK,Mindset digital,liderazgo,2021-12-09 09:18:32
2871,UTGFSG,QWEVBT,Gestión visual,eficiencia,2022-08-03 11:00:41
2872,SESMZO,RIXIXG,Mejor enfocada,liderazgo,2021-04-21 13:23:40
2873,COAWHR,BVNVRI,trabajo en equipo,integridad,2021-10-01 08:53:15
2874,PZTNGZ,HOCGQX,Mejor enfocada,flexibilidad,2020-08-13 11:44:43
2875,UUSLBB,NUBWLD,5S,liderazgo,2022-03-10 13:37:10
2876,XXXQMD,XPKFER,Gestión visual,eficiencia,2020-10-23 14:55:47
2877,MKXWIX,DBAUMT,5S,liderazgo,2021-04-06 09:23:39
2878,YYZTHO,YELGTT,Mejor enfocada,eficiencia,2022-12-02 08:41:55
2879,UGJBEZ,TCYMBR,Mindset digital,eficiencia,2020-03-17 15:45:49
2880,RXRBPK,FDKEFG,Mejor enfocada,liderazgo,2022-06-01 10:49:11
2881,UIUGGE,ELRFFS,Gestión visual,integridad,2020-01-14 14:18:30
2882,TCYMBR,LTJQSN,Gestión visual,eficiencia,2020-03-04 09:34:33
2883,GGCZIW,DBAUMT,Mindset digital,integridad,2022-12-07 10:03:08
2884,RXEKOY,CGGPQA,Mejor enfocada,flexibilidad,2022-04-25 13:22:21
2885,NUBWLD,KHQIMX,Gestión visual,liderazgo,2020-03-10 12:39:53
2886,VRLILS,RFOFIV,Mejor enfocada,integridad,2021-02-02 15:20:30
2887,IAINEP,HOCGQX,Mindset digital,flexibilidad,2021-09-09 09:43:18
2888,KUIQQV,GZTILD,5S,liderazgo,2022-05-23 15:18:26
2889,UUSLBB,LTJQSN,Mejor enfocada,liderazgo,2020-02-28 16:28:03
2890,WEAMZG,LBTOGT,Gestión visual,flexibilidad,2022-10-14 14:48:32
2891,ODRKER,LOOGPX,trabajo en equipo,liderazgo,2022-06-20 09:39:51
2892,XPKFER,XPKFER,Gestión visual,flexibilidad,2021-08-26 11:13:46
2893,ZVRSPJ,QIFFFW,Gestión visual,flexibilidad,2021-03-10 12:21:20
2894,YSDXVW,WPQVQF,Gestión visual,liderazgo,2020-06-16 09:57:00
2895,WEAMZG,UXWVVZ,5S,eficiencia,2020-07-27 10:21:41
2896,ZGFFFA,XXOQZL,5S,flexibilidad,2020-03-04 16:54:40
